id,chapter,title,category,services,minutes,difficulty,compatibilityStatus,fixedEnvironmentStatus,evidence,remaining,safety
"4.5","4","課題4.5: ESM と CommonJS の混在問題を再現 (★)","local-tls","OpenSSL/TLS","45","1","passed-local-tls","pending","chapter tests; OpenSSL 3.5.5; localhost TLS 1.2/1.3 smoke","fixed-environment rerun","localhostまたはローカルファイルに限定する。"
"5.1","5","課題5.1: Promise を自作する (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"5.2","5","課題5.2: Generator から async/await を再発明 (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"5.3","5","課題5.3: TypeScript 型レベルプログラミング (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"5.4","5","課題5.4: イベントエミッタを型安全に (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"5.5","5","課題5.5: Intl API で実用的な国際化ユーティリティ (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"6.1","6","課題6.1: 100行ミニReact + Hooks (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"6.2","6","課題6.2: Signals ベースのリアクティブシステム (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"6.3","6","課題6.3: Diff アルゴリズム(VDOM Reconciler)(★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"6.4","6","課題6.4: Web Components で型安全な Counter (★★)","browser-manual","なし","90","2","static-passed-browser-blocked","pending","typecheck/build/static solution validation; Chromium launch attempted","browser navigation blocked by environment administrator; manual interaction pending","localhostまたはローカルファイルに限定する。"
"6.5","6","課題6.5: フレームワーク比較ベンチマーク (★)","local-automated","localhost","45","1","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","localhostまたはローカルファイルに限定する。"
"7.1","7","課題7.1: Redux を自作する (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"7.2","7","課題7.2: TanStack Query 風キャッシュ (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"7.3","7","課題7.3: 楽観的更新の実装 (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"7.4","7","課題7.4: フォームの reactive validation (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"8.1","8","課題8.1: 最小バンドラを書く (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"8.2","8","課題8.2: ツリーシェイキングを観察する (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"8.3","8","課題8.3: 簡易 HMR を実装 (★★★)","local-automated","なし","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"8.4","8","課題8.4: コード分割を実装 (★★)","local-automated","なし","90","2","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","外部システムへ副作用を発生させない。"
"9.2","9","課題9.2: Service Worker でオフライン対応 (★★)","browser-manual","なし","90","2","static-passed-browser-blocked","pending","typecheck/build/static solution validation; Chromium launch attempted","browser navigation blocked by environment administrator; manual interaction pending","localhostまたはローカルファイルに限定する。"
"9.3","9","課題9.3: 簡易 SSR フレームワークを書く (★★★)","local-automated","localhost","150","3","passed","pending","strict solution validation; chapter typecheck/build; compiled solution test","Node 24.18.0 + pnpm 11.15.1 fixed-environment rerun","localhostまたはローカルファイルに限定する。"
